message_id,phone_clean,sent_at_brt,status,campaign_tag
wa_ea4f0187,5514950217884,2023-11-06 11:11:09,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_b0d75f08,5514950217884,2023-05-26 09:47:11,read,[WA] - WELCOME_JOURNEY - Batch A
wa_788a7e55,5514950217884,2023-06-21 18:27:49,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_d94e4be2,5522958757684,2023-05-15 05:32:09,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_409bafe3,5573971069078,2023-06-10 01:44:01,delivered,[WA] - CASHBACK_OFFER - V1
wa_5a4972e6,5547995882773,2023-05-14 11:54:54,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_e1552f0b,5547995882773,2023-09-29 08:08:15,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_63b3bb3f,5547995882773,2023-05-19 11:54:54,delivered,[WA] - LOAN_OFFER - Batch A
wa_048d18de,5527963721135,2023-08-05 02:36:01,read,[WA] - RETENTION_PHASE1 - Batch A
wa_9fefb129,5527963721135,2023-06-14 01:13:34,read,[WA] - WELCOME_JOURNEY - V1
wa_5c77652a,5557971836348,2023-02-11 03:29:44,read,[WA] - LOAN_OFFER - Batch A
wa_5f4a2354,5557971836348,2023-02-10 03:29:44,failed,[WA] - LOAN_OFFER - V1
wa_025ee7c8,5539930602281,2023-03-01 16:06:32,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_1f017007,5539930602281,2023-11-16 00:37:41,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_51128f28,5549939422890,2023-03-08 22:02:28,failed,[WA] - LOAN_OFFER - V1
wa_9934c230,5549939422890,2023-09-02 14:52:56,read,[WA] - LOAN_OFFER - V1
wa_242dd821,5549939422890,2023-08-16 16:33:30,read,[WA] - WELCOME_JOURNEY - Batch A
wa_d0d67e2b,5577940009701,2023-02-17 09:53:03,read,[WA] - BLK_FRIDAY_23 - V1
wa_529f5c8c,5591952606592,2023-07-05 06:13:23,failed,[WA] - CASHBACK_OFFER - V1
wa_4b49a20f,5591952606592,2023-09-05 16:33:20,failed,[WA] - LOAN_OFFER - Batch A
wa_9e6441a0,5513984582731,2023-07-24 17:04:27,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_2790bc8e,5574928923193,2023-10-19 16:40:01,failed,[WA] - CREDIT_LIMIT_UP - Batch A
wa_9d54b439,5574928923193,2023-10-19 16:40:01,read,[WA] - WELCOME_JOURNEY - Retargeting
wa_b14acb53,5568936318671,2023-08-22 12:19:54,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_42a2e06b,5568936318671,2023-12-08 06:44:27,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_036a6c2a,5576949936195,2023-05-18 16:09:34,read,[WA] - CASHBACK_OFFER - Batch A
wa_47be4fc4,5576949936195,2023-08-04 22:34:11,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_d8d25039,5576949936195,2023-08-25 10:42:22,failed,[WA] - CREDIT_LIMIT_UP - V1
wa_4685df3b,5576949936195,2023-11-09 04:24:43,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_3eca81de,5599912409956,2023-01-23 17:52:28,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_68b0de98,5567931944636,2023-08-18 06:24:49,read,[WA] - BLK_FRIDAY_23 - V1
wa_95e4c081,5567931944636,2023-08-09 06:24:49,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_f2c9b2ed,5572950745382,2023-02-27 01:14:13,failed,[WA] - RETENTION_PHASE1 - Retargeting
wa_db7fc0e7,5572950745382,2023-06-05 15:47:35,failed,[WA] - RETENTION_PHASE1 - V1
wa_d2bd0ded,5546941345535,2023-05-15 14:34:15,delivered,[WA] - LOAN_OFFER - Retargeting
wa_3b3f8447,5546941345535,2023-05-27 11:05:07,read,[WA] - WELCOME_JOURNEY - Batch A
wa_e4a55d96,5582921614638,2023-08-26 04:01:19,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_f7d140eb,5582921614638,2023-07-07 03:18:32,read,[WA] - RETENTION_PHASE1 - V1
wa_46ec3119,5582921614638,2023-07-29 20:49:26,delivered,[WA] - RETENTION_PHASE1 - V1
wa_c7244f01,5542977136187,2023-03-24 05:32:03,delivered,[WA] - BLK_FRIDAY_23 - V1
wa_cc8d3a05,5542977136187,2023-07-06 02:21:55,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_f97ff1c8,5542977136187,2023-08-03 13:48:41,delivered,[WA] - RETENTION_PHASE1 - Batch A
wa_0b26e5aa,5542977136187,2023-03-26 18:05:00,failed,[WA] - RETENTION_PHASE1 - Retargeting
wa_66a4ce0a,5555977463016,2023-11-08 16:42:37,read,[WA] - RETENTION_PHASE1 - Retargeting
wa_b5785575,5583927627711,2023-03-22 01:01:52,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_39c4fbc5,5583927627711,2023-02-27 21:34:50,read,[WA] - CASHBACK_OFFER - V1
wa_8f84566e,5583927627711,2023-10-11 17:26:57,read,[WA] - CREDIT_LIMIT_UP - V1
wa_a26cab31,5583927627711,2023-08-11 03:21:15,delivered,[WA] - WELCOME_JOURNEY - V1
wa_ef47308f,5554961768850,2023-08-05 00:50:11,read,[WA] - CASHBACK_OFFER - Batch A
wa_11fceda8,5554961768850,2023-01-07 15:38:33,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_efaa65dc,5554961768850,2023-12-19 00:48:55,read,[WA] - RETENTION_PHASE1 - V1
wa_aebd6384,5554961768850,2023-03-13 13:32:00,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_8f32bcd0,5596969252019,2023-09-24 09:27:57,read,[WA] - LOAN_OFFER - Batch A
wa_0baf1b4a,5531947986582,2023-02-22 17:27:26,failed,[WA] - LOAN_OFFER - V1
wa_763a89d1,5558927342538,2023-10-16 22:38:11,read,[WA] - CASHBACK_OFFER - Batch A
wa_7ab55b12,5558927342538,2023-10-14 20:28:36,read,[WA] - LOAN_OFFER - Batch A
wa_d108ea78,5558927342538,2023-05-02 21:42:58,failed,[WA] - RETENTION_PHASE1 - Batch A
wa_ac0326a8,5582996568717,2023-01-26 09:23:41,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_cd2f93f1,5582996568717,2023-04-17 05:24:17,failed,[WA] - LOAN_OFFER - V1
wa_5030dbab,5582996568717,2023-04-21 19:25:32,read,[WA] - WELCOME_JOURNEY - Batch A
wa_144cd2b3,5582996568717,2023-05-27 06:30:17,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_9ff800bd,5594968691933,2023-06-24 22:56:12,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_58f6c734,5594968691933,2023-10-04 01:27:56,read,[WA] - CASHBACK_OFFER - Batch A
wa_a99fb9f2,5594968691933,2023-03-28 13:04:37,failed,[WA] - LOAN_OFFER - Batch A
wa_6617c3c3,5573993465511,2023-10-03 12:15:42,failed,[WA] - BLK_FRIDAY_23 - V1
wa_7cfc32f7,5573993465511,2023-02-13 22:37:50,read,[WA] - RETENTION_PHASE1 - Batch A
wa_2c8dd31e,5543901989708,2023-04-12 13:52:44,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_db2bdcfa,5543901989708,2023-06-03 05:37:32,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_35c1bea8,5543901989708,2023-08-24 08:37:47,failed,[WA] - LOAN_OFFER - Retargeting
wa_1b82b89e,5528984744677,2023-06-26 08:19:02,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_383d9daf,5528984744677,2023-05-13 19:56:02,read,[WA] - CASHBACK_OFFER - Batch A
wa_d2b59a75,5528984744677,2023-07-10 01:03:36,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_9126d209,5528984744677,2023-06-28 08:19:02,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_2ced41e5,5578925431369,2023-09-21 10:12:49,delivered,[WA] - BLK_FRIDAY_23 - Batch A
wa_62e9f3aa,5578925431369,2023-09-23 10:12:49,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_8af1839a,5578925431369,2023-09-28 10:12:49,failed,[WA] - WELCOME_JOURNEY - V1
wa_65002d01,5570972112279,2023-07-27 20:06:37,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_f6c9cc06,5570972112279,2023-04-17 22:33:02,read,[WA] - CASHBACK_OFFER - Retargeting
wa_2a79efbf,5570972112279,2023-07-05 21:52:28,read,[WA] - CASHBACK_OFFER - Retargeting
wa_0917acad,5599987712485,2023-09-24 06:57:07,delivered,[WA] - WELCOME_JOURNEY - V1
wa_b9b1f6b3,5562923536356,2023-04-13 14:56:30,failed,[WA] - BLK_FRIDAY_23 - Batch A
wa_c658ad2f,5562923536356,2023-01-09 00:34:00,read,[WA] - WELCOME_JOURNEY - Retargeting
wa_72711619,5560957385210,2023-10-09 18:14:30,read,[WA] - BLK_FRIDAY_23 - Batch A
wa_ef239375,5577993665563,2023-05-17 12:32:52,delivered,[WA] - BLK_FRIDAY_23 - V1
wa_aa99dc7e,5569985614067,2023-06-24 13:17:28,delivered,[WA] - CREDIT_LIMIT_UP - Batch A
wa_b83b5439,5569985614067,2023-04-16 18:22:54,failed,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_d96ca91b,5569985614067,2023-11-03 18:53:13,read,[WA] - LOAN_OFFER - Batch A
wa_db4ff092,5569985614067,2023-05-30 02:05:42,failed,[WA] - RETENTION_PHASE1 - V1
wa_8c737d42,5562977119869,2023-09-03 01:17:49,read,[WA] - BLK_FRIDAY_23 - V1
wa_c07188c8,5562977119869,2023-01-27 03:35:59,read,[WA] - CASHBACK_OFFER - Retargeting
wa_5ef05f1e,5562977119869,2023-08-12 06:50:22,delivered,[WA] - CASHBACK_OFFER - V1
wa_e6ce96ed,5553910782241,2023-11-21 19:44:17,read,[WA] - CREDIT_LIMIT_UP - V1
wa_b0bc64a5,5531966058408,2023-03-06 15:30:01,failed,[WA] - BLK_FRIDAY_23 - Retargeting
wa_ea94bc1c,5531966058408,2023-10-24 19:10:19,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_07058307,5531966058408,2023-03-05 15:30:01,delivered,[WA] - CREDIT_LIMIT_UP - V1
wa_a112a94e,5531966058408,2023-02-28 15:30:01,failed,[WA] - WELCOME_JOURNEY - Batch A
wa_0f8eff10,5513929987706,2023-12-27 09:55:38,read,[WA] - WELCOME_JOURNEY - Batch A
wa_4a9aaee1,5513929987706,2023-04-02 15:14:16,delivered,[WA] - WELCOME_JOURNEY - V1
wa_bbaa9b6d,5584953523337,2023-06-27 14:07:40,read,[WA] - BLK_FRIDAY_23 - V1
wa_02b4c77e,5584953523337,2023-01-15 11:21:57,read,[WA] - CASHBACK_OFFER - Retargeting
wa_f1772e7d,5584953523337,2023-01-02 12:48:39,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_2a71bc97,5584953523337,2023-07-27 12:45:01,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_8891d427,5522942833291,2023-11-01 02:32:18,failed,[WA] - BLK_FRIDAY_23 - Retargeting
wa_c65de900,5522942833291,2023-04-19 00:55:49,delivered,[WA] - RETENTION_PHASE1 - Retargeting
wa_1e36886b,5522942833291,2023-01-26 15:42:56,read,[WA] - WELCOME_JOURNEY - Batch A
wa_c906c2ba,5549909441693,2023-09-01 07:12:13,read,[WA] - LOAN_OFFER - Batch A
wa_5b8fdee5,5563998183792,2023-11-10 02:25:50,read,[WA] - BLK_FRIDAY_23 - Batch A
wa_87899622,5523971159424,2023-08-18 21:42:57,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_88600776,5522972462354,2023-11-07 10:26:27,delivered,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_43cdd468,5522972462354,2023-07-27 05:30:14,delivered,[WA] - WELCOME_JOURNEY - V1
wa_12c34bdf,5594973582151,2023-07-17 09:56:53,failed,[WA] - CREDIT_LIMIT_UP - Batch A
wa_4c4ab32c,5594973582151,2023-08-01 03:31:29,read,[WA] - CREDIT_LIMIT_UP - Retargeting
wa_0a144fac,5565964174787,2023-04-13 01:34:22,failed,[WA] - BLK_FRIDAY_23 - Retargeting
wa_852ee506,5583963288803,2023-03-29 20:36:07,read,[WA] - LOAN_OFFER - Batch A
wa_1ef1d2af,5583963288803,2023-03-27 20:36:07,failed,[WA] - LOAN_OFFER - Retargeting
wa_cdba39fe,5543943958313,2023-08-25 00:36:39,delivered,[WA] - CASHBACK_OFFER - Batch A
wa_d000dd82,5543943958313,2023-09-21 18:50:52,read,[WA] - RETENTION_PHASE1 - Batch A
wa_de010b69,5543943958313,2023-08-24 00:36:39,failed,[WA] - RETENTION_PHASE1 - Retargeting
wa_0bbb0c47,5566926969166,2023-09-25 13:48:52,delivered,[WA] - CASHBACK_OFFER - V1
wa_cba47eee,5566926969166,2023-09-22 13:48:52,read,[WA] - CREDIT_LIMIT_UP - Batch A
wa_7ca48ed0,5566926969166,2023-09-27 13:48:52,delivered,[WA] - RETENTION_PHASE1 - V1
wa_266631c2,5566926969166,2023-09-30 13:48:52,delivered,[WA] - WELCOME_JOURNEY - Retargeting
wa_567f1199,5559936237085,2023-09-05 18:50:36,failed,[WA] - LOAN_OFFER - Batch A
wa_d3de1dc4,5559936237085,2023-02-26 06:28:14,read,[WA] - LOAN_OFFER - V1
wa_f129ea6b,5559936237085,2023-12-07 10:29:50,delivered,[WA] - WELCOME_JOURNEY - Batch A
wa_8712cc68,5559936237085,2023-08-28 12:19:35,delivered,[WA] - WELCOME_JOURNEY - V1
wa_47717539,5573906764580,2023-08-20 19:02:45,delivered,[WA] - BLK_FRIDAY_23 - Retargeting
wa_73fc36d2,5523943557210,2023-02-16 20:48:56,read,[WA] - CASHBACK_OFFER - V1
wa_1d5b4736,5523943557210,2023-10-23 14:41:11,read,[WA] - LOAN_OFFER - Batch A
wa_6b587ac4,5523943557210,2023-05-24 12:27:07,read,[WA] - LOAN_OFFER - V1
wa_22e51a8d,5523943557210,2023-04-05 00:48:24,failed,[WA] - WELCOME_JOURNEY - Batch A
