event_id,user_email,event_timestamp,event_type,message_details
evt_4bd417bf,pedro.lima@gmail.com,2023-06-03T23:03:10Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_949"", ""template"": ""v1""}"
evt_a5d64890,pedro.oliveira@yahoo.com.br,2023-03-31T14:51:56Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_272"", ""template"": ""v1""}"
evt_2759ced0,pedro.oliveira@yahoo.com.br,2023-04-01T14:51:56Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_943"", ""template"": ""v1""}"
evt_cd6abd3c,pedro.oliveira@yahoo.com.br,2023-05-06T03:32:12Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_544"", ""template"": ""v1""}"
evt_8e666c45,lucas.silva@outlook.com,2023-04-18T03:50:24Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_291"", ""template"": ""v1""}"
evt_16f0c94b,lucas.silva@outlook.com,2023-01-11T00:23:45Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_922"", ""template"": ""v1""}"
evt_4308e3a4,lucas.silva@outlook.com,2023-12-05T10:01:34Z,sent,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_8234fd8f,lucas.silva@outlook.com,2023-01-01T21:30:45Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_747"", ""template"": ""v1""}"
evt_f7221a1d,lucas.silva@outlook.com,2023-03-25T03:00:25Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_488"", ""template"": ""v1""}"
evt_9f8106dc,BRUNA.LIMA@OUTLOOK.COM,2023-08-11T06:46:19Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_655"", ""template"": ""v1""}"
evt_87030e97,marcos.costa@outlook.com,2023-03-18T09:41:20Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_329"", ""template"": ""v1""}"
evt_04857f5c,marcos.costa@outlook.com,2023-04-06T10:51:19Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_664"", ""template"": ""v1""}"
evt_ddc8bd6e,marcos.costa@outlook.com,2023-01-30T08:28:02Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_264"", ""template"": ""v1""}"
evt_43ad67b7,marcos.costa@outlook.com,2023-09-13T03:29:40Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_125"", ""template"": ""v1""}"
evt_9e3835e9,marcos.costa@outlook.com,2023-03-19T14:06:53Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_938"", ""template"": ""v1""}"
evt_343dd343,marcos.costa@outlook.com,2023-09-22T11:22:55Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_246"", ""template"": ""v1""}"
evt_0536e020,rafael.ferreira@outlook.com,2023-10-22T04:02:26Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_765"", ""template"": ""v1""}"
evt_2d5fd372,marcos.rodrigues@uol.com.br,2023-04-29T06:12:53Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_457"", ""template"": ""v1""}"
evt_24e06534,marcos.rodrigues@uol.com.br,2023-11-25T21:31:09Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_941"", ""template"": ""v1""}"
evt_a01254bc,fernanda.silva@yahoo.com.br,2023-11-16T00:15:53Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_777"", ""template"": ""v1""}"
evt_e0e34154,fernanda.silva@yahoo.com.br,2023-11-21T00:15:53Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_374"", ""template"": ""v1""}"
evt_52be13a8,pedro.mendes@outlook.com,2023-02-20T11:40:08Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_616"", ""template"": ""v1""}"
evt_b717a4cb,fernanda.costa@uol.com.br,2023-07-22T16:55:40Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_249"", ""template"": ""v1""}"
evt_e20f7ec0,pedro.santos@uol.com.br,2023-11-29T18:04:03Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_573"", ""template"": ""v1""}"
evt_0a2a6331,pedro.santos@uol.com.br,2023-10-20T11:34:02Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_458"", ""template"": ""v1""}"
evt_a110e027,pedro.santos@uol.com.br,2023-11-11T06:47:54Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_274"", ""template"": ""v1""}"
evt_98150ce9,pedro.santos@uol.com.br,2023-04-09T17:13:55Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_532"", ""template"": ""v1""}"
evt_4029a4a2,pedro.santos@uol.com.br,2023-01-19T10:14:47Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_170"", ""template"": ""v1""}"
evt_d1c5fdf5,pedro.santos@uol.com.br,2023-09-14T23:10:49Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_578"", ""template"": ""v1""}"
evt_a36f56b6,lucas.ferreira@yahoo.com.br,2023-02-11T10:02:53Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_275"", ""template"": ""v1""}"
evt_79c33049,lucas.ferreira@yahoo.com.br,2023-04-05T12:01:27Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_464"", ""template"": ""v1""}"
evt_89a7267a,fernanda.alves@gmail.com,2023-05-28T19:35:44Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_629"", ""template"": ""v1""}"
evt_c40b3160,fernanda.alves@gmail.com,2023-11-08T12:52:04Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_221"", ""template"": ""v1""}"
evt_01e22319,fernanda.alves@gmail.com,2023-06-15T18:53:56Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_551"", ""template"": ""v1""}"
evt_1bf46dac,fernanda.alves@gmail.com,2023-06-26T04:49:06Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_757"", ""template"": ""v1""}"
evt_543a614c,fernanda.alves@gmail.com,2023-12-23T03:50:47Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_750"", ""template"": ""v1""}"
evt_acecee70,fernanda.alves@gmail.com,2023-01-09T22:54:03Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_637"", ""template"": ""v1""}"
evt_77d0968a,pedro.costa@uol.com.br,2023-02-20T11:36:16Z,click,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_fc0fc686,pedro.costa@uol.com.br,2023-12-02T05:47:34Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_885"", ""template"": ""v1""}"
evt_deda3b3a,pedro.costa@uol.com.br,2023-10-09T11:16:22Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_121"", ""template"": ""v1""}"
evt_7a3b6a05,pedro.costa@uol.com.br,2023-05-02T22:08:59Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_344"", ""template"": ""v1""}"
evt_3c484b0a,pedro.costa@uol.com.br,2023-05-24T17:30:00Z,open,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_25f62d43,fernanda.rodrigues@gmail.com,2023-04-10T04:17:28Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_525"", ""template"": ""v1""}"
evt_681418cd,fernanda.rodrigues@gmail.com,2023-02-18T09:55:24Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_135"", ""template"": ""v1""}"
evt_5914dbaf,fernanda.rodrigues@gmail.com,2023-02-02T05:56:00Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_733"", ""template"": ""v1""}"
evt_9d36e89e,ana.rodrigues@outlook.com,2023-09-10T03:13:39Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_653"", ""template"": ""v1""}"
evt_9d3ed957,ana.rodrigues@outlook.com,2023-10-07T08:16:28Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_978"", ""template"": ""v1""}"
evt_3d12a25e,ana.rodrigues@outlook.com,2023-04-15T18:44:23Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_242"", ""template"": ""v1""}"
evt_82983224,julia.alves@gmail.com,2023-05-26T04:48:39Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_906"", ""template"": ""v1""}"
evt_458569ef,julia.alves@gmail.com,2023-07-28T23:39:18Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_634"", ""template"": ""v1""}"
evt_2b1d543c,BRUNA.MENDES@YAHOO.COM.BR,2023-07-29T10:14:36Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_430"", ""template"": ""v1""}"
evt_ba1b75b3,BRUNA.MENDES@YAHOO.COM.BR,2023-03-02T11:40:05Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_320"", ""template"": ""v1""}"
evt_9f202bfb,BRUNA.MENDES@YAHOO.COM.BR,2023-04-09T18:14:11Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_661"", ""template"": ""v1""}"
evt_f0c266b9,BRUNA.MENDES@YAHOO.COM.BR,2023-07-29T10:14:36Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_580"", ""template"": ""v1""}"
evt_fc96f39e,BRUNA.MENDES@YAHOO.COM.BR,2023-12-06T01:38:08Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_781"", ""template"": ""v1""}"
evt_bf2501a1,MARIA.COSTA@HOTMAIL.COM,2023-10-01T06:58:20Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_418"", ""template"": ""v1""}"
evt_bdd32119,MARIA.COSTA@HOTMAIL.COM,2023-10-29T12:05:01Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_472"", ""template"": ""v1""}"
evt_61ab060c,julia.nunes@outlook.com,2023-12-27T18:44:26Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_113"", ""template"": ""v1""}"
evt_0e4117f7,pedro.rodrigues@outlook.com,2023-08-03T00:55:17Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_498"", ""template"": ""v1""}"
evt_e708d8c4,pedro.rodrigues@outlook.com,2023-01-06T16:58:53Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_606"", ""template"": ""v1""}"
evt_b1cd1824,pedro.rodrigues@outlook.com,2023-10-24T20:11:04Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_434"", ""template"": ""v1""}"
evt_3560ce55,pedro.souza@gmail.com,2023-05-14T01:43:03Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_327"", ""template"": ""v1""}"
evt_88e91ee0,julia.santos@outlook.com,2023-03-31T15:10:10Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_655"", ""template"": ""v1""}"
evt_4fd61901,julia.santos@outlook.com,2023-08-02T17:38:20Z,click,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_7d6044d0,julia.santos@outlook.com,2023-08-02T17:38:20Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_945"", ""template"": ""v1""}"
evt_d27e26b9,julia.santos@outlook.com,2023-08-07T17:38:20Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_673"", ""template"": ""v1""}"
evt_4d11418f,julia.santos@outlook.com,2023-06-18T16:38:42Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_501"", ""template"": ""v1""}"
evt_95fdd4fa,julia.santos@outlook.com,2023-07-11T18:16:30Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_839"", ""template"": ""v1""}"
evt_209f4b39,bruna.souza@hotmail.com,2023-10-22T23:59:46Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_554"", ""template"": ""v1""}"
evt_dfd2057d,bruna.souza@hotmail.com,2023-10-23T23:59:46Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_287"", ""template"": ""v1""}"
evt_cb42d044,bruna.souza@hotmail.com,2023-07-12T07:47:11Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_802"", ""template"": ""v1""}"
evt_69d730e5,bruna.souza@hotmail.com,2023-10-25T23:59:46Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_145"", ""template"": ""v1""}"
evt_40194a5e,bruna.souza@hotmail.com,2023-10-24T23:59:46Z,sent,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_97cd037c,rafael.nunes@hotmail.com,2023-09-16T02:01:51Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_915"", ""template"": ""v1""}"
evt_df11a94f,rafael.nunes@hotmail.com,2023-09-07T18:46:15Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_617"", ""template"": ""v1""}"
evt_48f9b349,rafael.nunes@hotmail.com,2023-08-01T02:03:35Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_388"", ""template"": ""v1""}"
evt_e45dd7a3,carlos.santos@hotmail.com,2023-08-29T20:39:34Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_459"", ""template"": ""v1""}"
evt_76819c90,carlos.santos@hotmail.com,2023-02-28T19:12:29Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_358"", ""template"": ""v1""}"
evt_dda6d39a,carlos.santos@hotmail.com,2023-07-27T22:26:55Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_327"", ""template"": ""v1""}"
evt_58db491a,carlos.santos@hotmail.com,2023-07-04T04:20:29Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_580"", ""template"": ""v1""}"
evt_cc6a8d71,carlos.santos@hotmail.com,2023-08-06T21:17:30Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_458"", ""template"": ""v1""}"
evt_b82ade6c,MARCOS.FERREIRA@OUTLOOK.COM,2023-01-26T18:37:18Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_899"", ""template"": ""v1""}"
evt_630322bd,MARCOS.FERREIRA@OUTLOOK.COM,2023-05-03T18:43:55Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_624"", ""template"": ""v1""}"
evt_f032b455,MARCOS.FERREIRA@OUTLOOK.COM,2023-05-31T01:13:28Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_858"", ""template"": ""v1""}"
evt_3676338a,MARCOS.FERREIRA@OUTLOOK.COM,2023-06-07T16:18:05Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_554"", ""template"": ""v1""}"
evt_810ae3fd,MARCOS.FERREIRA@OUTLOOK.COM,2023-06-16T08:55:39Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_388"", ""template"": ""v1""}"
evt_42c6f788,MARCOS.FERREIRA@OUTLOOK.COM,2023-09-24T05:21:03Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_349"", ""template"": ""v1""}"
evt_37396051,lucas.ferreira@outlook.com,2023-05-21T20:15:34Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_189"", ""template"": ""v1""}"
evt_3bd8d104,lucas.ferreira@outlook.com,2023-06-24T06:25:22Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_607"", ""template"": ""v1""}"
evt_f7e51e54,lucas.ferreira@outlook.com,2023-06-23T16:03:40Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_885"", ""template"": ""v1""}"
evt_37a13acc,lucas.ferreira@outlook.com,2023-04-11T19:18:50Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_137"", ""template"": ""v1""}"
evt_feab2665,lucas.ferreira@outlook.com,2023-10-23T11:16:31Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_540"", ""template"": ""v1""}"
evt_e285501d,lucas.ferreira@outlook.com,2023-04-30T22:08:32Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_568"", ""template"": ""v1""}"
evt_b248f3ec,LUCAS.MENDES@OUTLOOK.COM,2023-10-02T18:21:03Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_335"", ""template"": ""v1""}"
evt_d83ec813,camila.alves@gmail.com,2023-02-19T13:59:20Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_507"", ""template"": ""v1""}"
evt_b8ab2816,camila.alves@gmail.com,2023-05-26T04:47:08Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_298"", ""template"": ""v1""}"
evt_68c5c6c8,camila.alves@gmail.com,2023-03-26T02:40:41Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_124"", ""template"": ""v1""}"
evt_1ada564e,camila.alves@gmail.com,2023-03-31T02:40:41Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_299"", ""template"": ""v1""}"
evt_69a02b32,camila.alves@gmail.com,2023-05-16T21:52:44Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_527"", ""template"": ""v1""}"
evt_c32a94f5,camila.alves@gmail.com,2023-04-02T02:40:41Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_122"", ""template"": ""v1""}"
evt_1aa740e9,joao.lima@uol.com.br,2023-10-23T15:46:01Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_772"", ""template"": ""v1""}"
evt_825a7f62,joao.lima@uol.com.br,2023-04-05T12:31:07Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_865"", ""template"": ""v1""}"
evt_66e60702,joao.lima@uol.com.br,2023-01-03T03:51:50Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_615"", ""template"": ""v1""}"
evt_f62c64f9,joao.lima@uol.com.br,2023-08-31T02:35:19Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_367"", ""template"": ""v1""}"
evt_dc85064e,joao.lima@uol.com.br,2023-02-26T15:50:44Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_233"", ""template"": ""v1""}"
evt_e49b44cf,carlos.oliveira@uol.com.br,2023-05-08T13:12:36Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_515"", ""template"": ""v1""}"
evt_b458d7b9,carlos.oliveira@uol.com.br,2023-10-21T08:58:39Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_766"", ""template"": ""v1""}"
evt_386c71ad,carlos.oliveira@uol.com.br,2023-07-17T00:11:35Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_172"", ""template"": ""v1""}"
evt_98877b1e,carlos.oliveira@uol.com.br,2023-09-22T01:17:03Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_529"", ""template"": ""v1""}"
evt_f52afd90,carlos.oliveira@uol.com.br,2023-08-30T05:31:08Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_341"", ""template"": ""v1""}"
evt_e735dc0e,maria.mendes@gmail.com,2023-11-11T17:24:56Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_334"", ""template"": ""v1""}"
evt_e97f9241,maria.mendes@gmail.com,2023-12-06T19:35:49Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_487"", ""template"": ""v1""}"
evt_0b29e802,maria.mendes@gmail.com,2023-09-01T23:25:27Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_302"", ""template"": ""v1""}"
evt_f70d8e39,maria.mendes@gmail.com,2023-06-10T04:59:39Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_883"", ""template"": ""v1""}"
evt_cf3ffe8f,pedro.alves@yahoo.com.br,2023-04-16T05:19:23Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_127"", ""template"": ""v1""}"
evt_a6d4192b,pedro.alves@yahoo.com.br,2023-02-23T01:10:08Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_847"", ""template"": ""v1""}"
evt_faf44de2,marcos.santos@hotmail.com,2023-06-04T10:36:18Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_884"", ""template"": ""v1""}"
evt_13354446,marcos.santos@hotmail.com,2023-06-04T10:36:18Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_764"", ""template"": ""v1""}"
evt_a2305cbd,marcos.santos@hotmail.com,2023-06-10T10:36:18Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_279"", ""template"": ""v1""}"
evt_eb8f539b,marcos.santos@hotmail.com,2023-06-05T10:36:18Z,click,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_44bffd89,marcos.santos@hotmail.com,2023-08-12T13:10:55Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_342"", ""template"": ""v1""}"
evt_7adf04e2,maria.silva@outlook.com,2023-06-13T15:40:19Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_925"", ""template"": ""v1""}"
evt_31fdf982,maria.silva@outlook.com,2023-02-14T21:16:47Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_814"", ""template"": ""v1""}"
evt_7ccca774,maria.silva@outlook.com,2023-07-08T11:04:15Z,open,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_0776fe40,FERNANDA.MENDES@YAHOO.COM.BR,2023-06-24T22:03:20Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_819"", ""template"": ""v1""}"
evt_8dac2d84,FERNANDA.MENDES@YAHOO.COM.BR,2023-10-20T03:12:05Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_457"", ""template"": ""v1""}"
evt_bb8450f6,FERNANDA.MENDES@YAHOO.COM.BR,2023-04-01T10:02:52Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_435"", ""template"": ""v1""}"
evt_6e1ab1fd,FERNANDA.MENDES@YAHOO.COM.BR,2023-09-21T10:42:07Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_738"", ""template"": ""v1""}"
evt_17dc0dfd,FERNANDA.MENDES@YAHOO.COM.BR,2023-12-08T01:35:55Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_859"", ""template"": ""v1""}"
evt_785fec69,PEDRO.NUNES@OUTLOOK.COM,2023-02-21T07:32:53Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_728"", ""template"": ""v1""}"
evt_943da311,PEDRO.NUNES@OUTLOOK.COM,2023-10-14T20:43:01Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_583"", ""template"": ""v1""}"
evt_f93742c0,PEDRO.NUNES@OUTLOOK.COM,2023-04-29T04:46:56Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_764"", ""template"": ""v1""}"
evt_386e9a4c,PEDRO.NUNES@OUTLOOK.COM,2023-05-21T22:38:09Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_308"", ""template"": ""v1""}"
evt_6dc23511,PEDRO.NUNES@OUTLOOK.COM,2023-05-25T07:24:45Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_979"", ""template"": ""v1""}"
evt_f3b19301,ana.souza@hotmail.com,2023-04-04T21:46:01Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_962"", ""template"": ""v1""}"
evt_e1f2d1b6,ana.souza@hotmail.com,2023-10-11T09:12:58Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_887"", ""template"": ""v1""}"
evt_efd32aa9,bruna.rodrigues@outlook.com,2023-03-17T18:54:20Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_432"", ""template"": ""v1""}"
evt_3ab688bc,bruna.rodrigues@outlook.com,2023-08-12T03:56:26Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_189"", ""template"": ""v1""}"
evt_cd39deee,bruna.rodrigues@outlook.com,2023-08-15T03:56:26Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_973"", ""template"": ""v1""}"
evt_ffd44212,bruna.rodrigues@outlook.com,2023-08-09T03:56:26Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_248"", ""template"": ""v1""}"
evt_8959a8f9,camila.nunes@uol.com.br,2023-10-03T20:44:40Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_542"", ""template"": ""v1""}"
evt_18006b18,camila.nunes@uol.com.br,2023-10-21T00:31:52Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_816"", ""template"": ""v1""}"
evt_94a87451,camila.nunes@uol.com.br,2023-11-12T16:56:41Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_319"", ""template"": ""v1""}"
evt_9581024c,julia.mendes@outlook.com,2023-07-11T06:22:25Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_242"", ""template"": ""v1""}"
evt_abb15d20,julia.mendes@outlook.com,2023-04-10T19:34:25Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_278"", ""template"": ""v1""}"
evt_49a72c4d,julia.mendes@outlook.com,2023-11-06T07:32:29Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_963"", ""template"": ""v1""}"
evt_820864ae,roberto.rodrigues@gmail.com,2023-08-30T14:12:53Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_904"", ""template"": ""v1""}"
