user_id,email,phone,conversion_at
u_1340,bruna.souza@yahoo.com.br,+55 (11) 96981-1300,
u_1341,camila.ferreira@gmail.com,+55 (91) 95260-6592,
u_1342,lucas.alves@yahoo.com.br,+55 (65) 92372-2456,
u_1343,bruna.ferreira@uol.com.br,+55 (61) 90209-5711,
u_1344,fernanda.pereira@yahoo.com.br,+55 (63) 92649-4057,
u_1345,marcos.nunes@hotmail.com,+55 (82) 90835-6066,
u_1346,patricia.silva@uol.com.br,+55 (54) 91719-6536,
u_1347,lucas.costa@uol.com.br,+55 (82) 99656-8717,
u_1348,roberto.lima@uol.com.br,+55 (62) 96016-8290,
u_1349,fernanda.souza@yahoo.com.br,+55 (48) 94470-8743,
u_1350,marcos.silva@gmail.com,+55 (75) 99653-7289,
u_1351,marcos.silva@hotmail.com,+55 (17) 90742-4398,2023-04-04 23:22:49
u_1352,LUCAS.LIMA@YAHOO.COM.BR,+55 (89) 98275-7266,2023-07-01 19:38:13
u_1353,julia.oliveira@gmail.com,+55 (57) 97183-6348,2023-03-08 04:28:55
u_1354,marcos.lima@hotmail.com,+55 (22) 95875-7684,
u_1355,roberto.silva@yahoo.com.br,+55 (94) 97951-2433,
u_1356,ana.silva@uol.com.br,+55 (52) 98877-2751,2023-07-23 06:32:34
u_1357,bruna.pereira@yahoo.com.br,+55 (69) 97884-1508,
u_1358,rafael.ferreira@outlook.com,+55 (13) 98458-2731,2023-12-08 07:31:20
u_1359,fernanda.rodrigues@yahoo.com.br,+55 (48) 97021-4311,
u_1360,ana.santos@hotmail.com,+55 (63) 93506-4978,2023-10-02 15:10:18
u_1361,bruna.santos@hotmail.com,+55 (37) 94915-3150,2023-09-06 21:17:15
u_1362,JULIA.LIMA@GMAIL.COM,+55 (53) 97678-8698,2023-08-08 15:29:16
u_1363,CAMILA.MENDES@GMAIL.COM,+55 (83) 91631-3881,2023-10-09 04:53:52
u_1364,fernanda.alves@gmail.com,+55 (63) 90584-8371,2023-02-04 10:00:21
u_1365,JULIA.SILVA@HOTMAIL.COM,+55 (47) 99588-2773,2023-10-09 03:28:49
u_1366,julia.ferreira@uol.com.br,+55 (63) 98147-5212,2023-07-23 08:43:29
u_1367,lucas.costa@hotmail.com,+55 (51) 95412-7058,2023-01-04 21:03:43
u_1368,ana.pereira@gmail.com,+55 (97) 90520-9000,
u_1369,BRUNA.OLIVEIRA@HOTMAIL.COM,+55 (56) 99204-8043,
u_1370,patricia.souza@yahoo.com.br,+55 (84) 99343-7359,2023-05-17 11:05:54
u_1371,fernanda.costa@gmail.com,+55 (35) 95374-8561,
u_1372,maria.lima@outlook.com,+55 (74) 92892-3193,
u_1373,marcos.souza@gmail.com,+55 (31) 94798-6582,
u_1374,marcos.alves@hotmail.com,+55 (26) 95467-7155,
u_1375,roberto.alves@gmail.com,+55 (26) 95592-8423,
u_1376,PATRICIA.SILVA@YAHOO.COM.BR,+55 (48) 97064-1486,2023-08-26 07:42:34
u_1377,julia.rodrigues@yahoo.com.br,+55 (28) 97724-2346,2023-01-17 20:18:58
